id,text,category,topic,emotion,urgency
242,hattımı taşıyacağım nasıl yapabilirim,mobil_hizmetler,iptal_iade,memnun_degil,orta
243,tv paketi çok pahalı,tv_hizmetleri,sikayet,memnun_degil,dusuk
244,şirketimizin internet bağlantısında ciddi sorunlar var çalışamıyoruz,kurumsal_hizmetler,ariza_bildirimi,memnun_degil,yuksek
245,internet bağlantısı yok,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
246,telefonum çalındı yardım edin,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
247,kumanda tuşları basmıyor,tv_hizmetleri,cihaz_islemleri,memnun_degil,dusuk
248,fatura adresimiz değişti,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
249,internetim çok yavaş,sabit_internet,teknik_destek,memnun_degil,yuksek
250,garanti süresi ne kadar,mobil_hizmetler,cihaz_islemleri,notr,dusuk
251,tv kanallarında donma sorunu yaşıyorum,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
252,tarife bilgisi almak istiyorum,mobil_hizmetler,paket_degisikligi,notr,dusuk
253,internet kopuyor sürekli,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
254,şirket hatlarımızı kontrol eder misiniz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
255,fatura indirimi yapılır mı,kategori_belirtilmemis,fatura_odeme,notr,orta
256,telefonumun ekranı kırıldı ne yapmalıyım,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
257,tv kurulumunda sorun yaşıyorum,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
258,internet fiyatları çok yüksek daha uygun paket istiyorum,sabit_internet,paket_degisikligi,memnun_degil,orta
259,kurumsal müşterinizim hatlarımızı taşımak istiyorum,kurumsal_hizmetler,baglanti_sorunu,notr,orta
260,hattım kopyalandı acil yardım edin,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
261,faturamı sorgulamak istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
262,tv kumandası çalışmıyor,tv_hizmetleri,cihaz_islemleri,memnun_degil,dusuk
263,internet bağlantım yok acil,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
264,şirketimize yeni hat açtırmak istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
265,telefonum suya düştü ne yapmalıyım,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
266,tv kanalları karışmış,tv_hizmetleri,teknik_destek,memnun_degil,dusuk
267,internetim çok yavaşladı,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
268,firmamız için indirimli paket var mı,kurumsal_hizmetler,paket_degisikligi,notr,dusuk
269,fatura ödeme seçenekleri neler,kategori_belirtilmemis,fatura_odeme,notr,dusuk
270,telefonumun şarjı çok çabuk bitiyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,dusuk
271,televizyon yayını kesiliyor sürekli,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
272,internet hızımız düştü,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
273,kurumsal faturalarımızı birleştirmek istiyoruz,kurumsal_hizmetler,fatura_odeme,notr,orta
274,telefon hattımı yurt dışında kullanabilir miyim,mobil_hizmetler,bilgi_isteme,notr,dusuk
275,tv paketimi değiştirmek istiyorum,tv_hizmetleri,paket_degisikligi,notr,dusuk
276,modem arızalı internet bağlantım yok,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
277,şirketimiz için toplu hat almak istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
278,faturamı nasıl indirebilirim,kategori_belirtilmemis,fatura_odeme,notr,dusuk
279,telefonum açılmıyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
280,tv alıcısı bozuk,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
281,internet kesintileri yaşıyorum,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
282,kurumsal hizmetlerden memnunum teşekkürler,kurumsal_hizmetler,bilgi_isteme,memnun,dusuk
283,fatura tutarı yanlış,kategori_belirtilmemis,fatura_odeme,memnun_degil,orta
284,telefonum çalındı hattımı kapatın,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
285,tv paketimi iptal etmek istiyorum,tv_hizmetleri,iptal_iade,memnun_degil,orta
286,internet bağlantı hızı çok düştü,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
287,kurumsal hat tarifeleriniz nedir,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
288,fatura adresimi değiştirmek istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
289,sim kartım arızalandı,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
290,televizyon kanallarım gitmiş,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
291,internetten çok memnunum teşekkürler,sabit_internet,teknik_destek,memnun,dusuk
292,şirketimiz için internet paketi önerir misiniz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
293,ödeme geciktirme cezası var mı,kategori_belirtilmemis,fatura_odeme,notr,orta
294,telefonum kapsama alanı dışında diyor,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
295,tv ses ve görüntü aynı anda gitmiş,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
296,internet modemim arızalandı,sabit_internet,cihaz_islemleri,memnun_degil,yuksek
297,kurumsal müşteriyiz indirimleri öğrenmek istiyorum,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
298,faturamı kredi kartıyla ödemek istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
299,telefon hattımı taşıma işlemi,mobil_hizmetler,iptal_iade,memnun_degil,orta
300,tv kumanda tuşları çalışmıyor,tv_hizmetleri,cihaz_islemleri,memnun_degil,dusuk
301,internet bağlantım sürekli kesiliyor,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
302,kurumsal hat başvurusu yapmak istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
303,fatura ödeme tarihi ne zaman,kategori_belirtilmemis,fatura_odeme,notr,dusuk
304,telefonuma mesajlar gelmiyor,mobil_hizmetler,teknik_destek,memnun_degil,orta
305,tv görüntü kalitesinden memnun değilim,tv_hizmetleri,teknik_destek,memnun_degil,orta
306,internet kesildi eve servis istiyorum,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
307,kurumsal hatlarımızı kontrol ettirir misiniz,kurumsal_hizmetler,teknik_destek,notr,orta
308,faturalarım e-posta adresime gelsin istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
309,telefonum çalışmıyor açılmıyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
310,televizyon kanalları karlanma yapıyor,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
311,internet modemim sürekli kendini resetliyor,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
312,şirketimiz için uygun fiyatlı bir internet paketi arıyoruz,kurumsal_hizmetler,paket_degisikligi,notr,orta
313,fatura detaylarını görmek istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
314,sim kartım bozuk yenisiyle değiştirilmesini istiyorum,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
315,tv bağlantı sorunları yaşıyorum,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
316,internet paketimi yükseltmek istiyorum,sabit_internet,paket_degisikligi,notr,orta
317,kurumsal aboneliğimizi yenilemek istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
318,faturamda hatalı bir ücretlendirme var,kategori_belirtilmemis,fatura_odeme,memnun_degil,orta
319,telefonum çalındı acil yardım,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
320,tv paketimi iptal etmek istiyorum,tv_hizmetleri,iptal_iade,memnun_degil,orta
321,internet hızım neden düştü,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
322,şirketimizin internet bağlantısı kesildi acil,kurumsal_hizmetler,ariza_bildirimi,memnun_degil,yuksek
323,fatura ödemesi yaptım makbuz istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
324,telefonumun şarjı çok hızlı bitiyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,dusuk
325,tv kanalları düzgün çalışmıyor,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
326,internette sürekli bağlantı kesintileri var,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
327,kurumsal hattımızla ilgili bir sorun var,kurumsal_hizmetler,ariza_bildirimi,memnun_degil,orta
328,fatura tutarını sorguluyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
329,telefonum çekmiyor kapsama alanı sorunu,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
330,tv kurulumu yapmak istiyorum,tv_hizmetleri,teknik_destek,notr,orta
331,internet hızım çok düşük,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
332,şirketimizin internet aboneliğini yenilemek istiyoruz,kurumsal_hizmetler,paket_degisikligi,notr,orta
333,faturalarımı online ödemek istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
334,cep telefonum suya düştü ne yapmalıyım,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
335,tv yayın kalitesinden memnunum teşekkürler,tv_hizmetleri,teknik_destek,memnun,dusuk
336,internet bağlantısı kopuyor sürekli,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
337,kurumsal hatlarımızın tarifesini değiştirmek istiyoruz,kurumsal_hizmetler,paket_degisikligi,notr,orta
338,fatura ödeme tarihini ertelemek istiyorum,kategori_belirtilmemis,fatura_odeme,notr,orta
339,telefonum kayboldu hattımı kapatın,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
340,tv kumandası bozuldu yenisi gerekiyor,tv_hizmetleri,cihaz_islemleri,memnun_degil,dusuk
341,internetim açılmıyor acil yardım,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
342,şirketimiz için internet tarifeniz nedir,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
343,faturamı sorgulayacağım,kategori_belirtilmemis,fatura_odeme,notr,dusuk
344,telefonum garanti kapsamında mı,mobil_hizmetler,cihaz_islemleri,notr,dusuk
345,tv yayını kesiliyor sürekli,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
346,internet servis hızınız düştü,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
347,kurumsal hat almak istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
348,faturamı nasıl öderim,kategori_belirtilmemis,fatura_odeme,notr,dusuk
349,telefon hattımda sorun var,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
350,tv altyazılar çıkmıyor,tv_hizmetleri,teknik_destek,memnun_degil,orta
351,internet yavaşlığından memnun değilim,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
352,şirketimizin hat listesini görmek istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
353,fatura indirim talep ediyorum,kategori_belirtilmemis,fatura_odeme,memnun_degil,orta
354,telefonum bozuldu servise göndermem gerekli mi,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
355,tv paketimi yenilemek istiyorum,tv_hizmetleri,paket_degisikligi,notr,dusuk
356,internet kesiliyor sürekli,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
357,kurumsal hat taşıma istiyoruz,kurumsal_hizmetler,baglanti_sorunu,notr,orta
358,faturamda bir hata var,kategori_belirtilmemis,fatura_odeme,memnun_degil,orta
359,telefon hattımı dondurmak istiyorum,mobil_hizmetler,bilgi_isteme,notr,dusuk
360,tv paketinde kanallarım gitmiş,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
361,internet bağlantısı sağlayamıyorum,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
362,kurumsal faturamız çok yüksek gelmiş,kurumsal_hizmetler,fatura_odeme,memnun_degil,orta
363,faturamı nereden görüntüleyebilirim,kategori_belirtilmemis,fatura_odeme,notr,dusuk
364,telefonuma gelen aramaları alamıyorum,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
365,tv yayınında ses sorunu var,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
366,internet modemim ısınıyor ve kapanıyor,sabit_internet,cihaz_islemleri,memnun_degil,yuksek
367,kurumsal müşterinizim memnunum,kurumsal_hizmetler,bilgi_isteme,memnun,dusuk
368,fatura borcu ödeme,kategori_belirtilmemis,fatura_odeme,notr,dusuk
369,telefonumu kaybettim ne yapmalıyım,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
370,tv kutumu nasıl kurarım,tv_hizmetleri,teknik_destek,notr,orta
371,internet kesildi acil yardım,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
372,şirketimizin internet paketi yetersiz kaldı,kurumsal_hizmetler,paket_degisikligi,memnun_degil,orta
373,fatura ödeme son tarihi ne zaman,kategori_belirtilmemis,fatura_odeme,notr,dusuk
374,telefonumun ekranı çalışmıyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
375,tv görüntüsünde karlanma var,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
376,internet kopuyor sürekli,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
377,şirketimiz için yeni hat almak istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
378,fatura iade işlemi yapacağım,kategori_belirtilmemis,fatura_odeme,memnun_degil,orta
379,telefonuma yazılım güncellemesi gerekiyor,mobil_hizmetler,teknik_destek,notr,dusuk
380,tv kanallarım kayboldu,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
381,internet çok yavaş,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
382,kurumsal hat için kampanya var mı,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
383,fatura detayları göremiyorum,kategori_belirtilmemis,fatura_odeme,memnun_degil,orta
384,telefonum açılıp kapanıyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
385,tv paketimden memnun değilim,tv_hizmetleri,sikayet,memnun_degil,orta
386,internet hızım düştü,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
387,şirketimize özel bir kampanya var mı,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
388,fatura ödeme kanalları nedir,kategori_belirtilmemis,fatura_odeme,notr,dusuk
389,telefon hattımı iptal etmek istiyorum,mobil_hizmetler,iptal_iade,memnun_degil,orta
390,tv kanal listesi karışmış,tv_hizmetleri,teknik_destek,memnun_degil,orta
391,internet bağlantı sorunu yaşıyorum,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
392,kurumsal müşteriyiz internet hattımız kesildi,kurumsal_hizmetler,ariza_bildirimi,memnun_degil,yuksek
393,fatura ödeme noktaları nerede,kategori_belirtilmemis,fatura_odeme,notr,dusuk
394,telefonum suya düştü çalışmıyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
395,tv görüntüsünde donma var,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
396,internet modemim arızalı,sabit_internet,cihaz_islemleri,memnun_degil,yuksek
397,kurumsal paket değişikliği yapmak istiyoruz,kurumsal_hizmetler,paket_degisikligi,notr,orta
398,fatura taksitlendirme yapmak istiyorum,kategori_belirtilmemis,fatura_odeme,notr,orta
399,telefonum çalındı acilen hattımı kapatın,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
400,tv kumanda tuşları çalışmıyor,tv_hizmetleri,cihaz_islemleri,memnun_degil,dusuk
401,internet kesildi yardım edin,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
402,şirketimiz için internet tarifesi öğrenmek istiyorum,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
403,fatura kopyası almak istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
404,telefon hattımda sorun var aramalar gitmiyor,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
405,tv yayını kesiliyor,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
406,internet paketimi yükseltmek istiyorum,sabit_internet,paket_degisikligi,notr,orta
407,kurumsal müşterilere özel kampanya var mı,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
408,fatura ödemesi yapamıyorum online sistem çalışmıyor,kategori_belirtilmemis,fatura_odeme,memnun_degil,orta
409,telefonum internete bağlanmıyor,mobil_hizmetler,teknik_destek,memnun_degil,orta
410,tv kanallarım gitmiş neden,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
411,internet hızımdan memnunum teşekkürler,sabit_internet,teknik_destek,memnun,dusuk
412,şirketimizin internet aboneliği ne durumda,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
413,fatura bilgilerimi güncellemek istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
414,telefonumun ekranı çatladı,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
415,tv kanal ayarları bozuldu,tv_hizmetleri,teknik_destek,memnun_degil,orta
416,internet kesiliyor bağlantı sorunu yaşıyorum,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
417,kurumsal hattımızla ilgili bilgi almak istiyorum,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
418,fatura tutarını sorguluyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
419,telefonum bozuldu ne yapmalıyım,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
420,tv görüntüsünden memnun değilim,tv_hizmetleri,sikayet,memnun_degil,orta
421,internet modemi arızalandı,sabit_internet,cihaz_islemleri,memnun_degil,yuksek
422,şirketimizin internet paketini yükseltmek istiyoruz,kurumsal_hizmetler,paket_degisikligi,notr,orta
423,faturamı sorgulama,kategori_belirtilmemis,fatura_odeme,notr,dusuk
424,telefonum şebeke çekmiyor,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
425,tv yayınından memnunum,tv_hizmetleri,teknik_destek,memnun,dusuk
426,internet olmadan yaşayamam her gün kesiliyor,sabit_internet,sikayet,memnun_degil,yuksek
427,kurumsal müşteriyiz sorunumuz çözüldü teşekkürler,kurumsal_hizmetler,bilgi_isteme,memnun,dusuk
428,faturamı kredi kartıyla ödemek istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
429,telefonum kapanmıyor sürekli açık kalıyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
430,tv ses sorunları yaşıyorum,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
431,internet servis kalitesinden memnunum,sabit_internet,teknik_destek,memnun,dusuk
432,şirketimizin internet hızı yetersiz,kurumsal_hizmetler,baglanti_sorunu,memnun_degil,yuksek
433,faturamı nasıl öderim,kategori_belirtilmemis,fatura_odeme,notr,dusuk
434,telefon görüşmelerim kesiliyor,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
435,tv kurulumu nasıl yapılır,tv_hizmetleri,teknik_destek,notr,orta
436,internet bağlantı sorunu,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
437,kurumsal paketimizi güncellemek istiyoruz,kurumsal_hizmetler,paket_degisikligi,notr,orta
438,fatura borcumu sorgulama,kategori_belirtilmemis,fatura_odeme,notr,dusuk
439,telefonum çalındı acil kapattırın,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
440,tv yayını sürekli kesiliyor,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
441,internet modemim yandı,sabit_internet,cihaz_islemleri,memnun_degil,yuksek
442,kurumsal hatlarımızı taşımak istiyoruz,kurumsal_hizmetler,baglanti_sorunu,notr,orta
443,geçmiş faturalarımı görmek istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
444,telefonum şarj olmuyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
445,tv kanalları karışmış,tv_hizmetleri,teknik_destek,memnun_degil,orta
446,internet hızım düştü,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
447,kurumsal müşterinizim memnun değilim,kurumsal_hizmetler,sikayet,memnun_degil,orta
448,faturamda bir yanlışlık var,kategori_belirtilmemis,fatura_odeme,memnun_degil,orta
449,telefonuma mesaj gelmiyor,mobil_hizmetler,teknik_destek,memnun_degil,orta
450,tv görüntüsü bozuk,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
451,internet kesiliyor sürekli,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
452,şirketimizin internet bağlantısı kopuyor,kurumsal_hizmetler,ariza_bildirimi,memnun_degil,yuksek
453,fatura tarihi değiştirmek istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
454,telefonum çalışmıyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
455,tv kutusu arızalı,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
456,internet bağlantısından memnunum teşekkürler,sabit_internet,teknik_destek,memnun,dusuk
457,kurumsal paket fiyatları nedir,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
458,faturamı indirebilir miyim,kategori_belirtilmemis,fatura_odeme,notr,dusuk
459,telefonum suya düştü,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
460,tv yayını kesildi,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
461,internet bağlantı sorunları yaşıyorum,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
462,şirketimiz için indirimli paket var mı,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
463,fatura kopya almak istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
464,telefon hattım taşınacak,mobil_hizmetler,iptal_iade,memnun_degil,orta
465,tv kanalları donuyor,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
466,internet modemim çalışmıyor,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
467,kurumsal aboneliğimi iptal etmek istiyorum,kurumsal_hizmetler,iptal_iade,memnun_degil,orta
468,fatura borcu sorgulama,kategori_belirtilmemis,fatura_odeme,notr,dusuk
469,telefonumun şarjı çok çabuk bitiyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,dusuk
470,tv görüntüsünde problem var,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
471,internet yavaşlığından şikayetçiyim,sabit_internet,sikayet,memnun_degil,yuksek
472,kurumsal hat taşıma işlemi yapmak istiyoruz,kurumsal_hizmetler,baglanti_sorunu,notr,orta
473,fatura detaylarını göster,kategori_belirtilmemis,fatura_odeme,notr,dusuk
474,telefonum çalındı acil,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
475,tv kanalları karışık,tv_hizmetleri,teknik_destek,memnun_degil,orta
476,internet bağlantısı kesildi,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
477,şirketimiz için internet tarifeleri nelerdir,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
478,faturalarım çok yüksek geliyor,kategori_belirtilmemis,fatura_odeme,memnun_degil,orta
479,telefonum donuyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
480,tv yayını donuyor,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
481,internet kesintileri yaşıyorum,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
482,kurumsal müşteriyiz internetimiz kesildi,kurumsal_hizmetler,ariza_bildirimi,memnun_degil,yuksek
483,fatura ödeme tarihi,kategori_belirtilmemis,fatura_odeme,notr,dusuk
484,telefonum internete bağlanmıyor,mobil_hizmetler,teknik_destek,memnun_degil,orta
485,tv kumandası bozuldu,tv_hizmetleri,cihaz_islemleri,memnun_degil,dusuk
486,internet yavaşladı,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
487,kurumsal hat almak istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
488,faturamı nasıl öderim,kategori_belirtilmemis,fatura_odeme,notr,dusuk
489,telefonum kapanmıyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
490,tv yayın kalitesi çok düşük,tv_hizmetleri,sikayet,memnun_degil,orta
491,internet bağlantısından memnunum,sabit_internet,teknik_destek,memnun,dusuk
492,kurumsal müşterinizim sorunumu hemen çözdünüz,kurumsal_hizmetler,bilgi_isteme,memnun,dusuk
493,fatura sorgulama yapmak istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
494,telefonum çalındı,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
495,tv kanalları gitmiş,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
496,internet bağlantısı yok,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
497,kurumsal hat listesi istiyoruz,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
498,fatura ödeme noktaları nerede,kategori_belirtilmemis,fatura_odeme,notr,dusuk
499,telefonum çekmiyor,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
500,tv görüntüsü karıncalı,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
501,internet çok yavaş,sabit_internet,baglanti_sorunu,memnun_degil,yuksek
502,kurumsal paket detayları neler,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
503,fatura yüksek geldi,kategori_belirtilmemis,fatura_odeme,memnun_degil,orta
504,telefonum bozuldu,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
505,tv paketimi değiştirmek istiyorum,tv_hizmetleri,paket_degisikligi,notr,dusuk
506,internet bağlantı sorunları var,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
507,şirketimizin internet aboneliği,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
508,fatura detayları istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
509,telefonum şebeke çekmiyor,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
510,tv yayını kesiliyor,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
511,internet çok iyi,sabit_internet,teknik_destek,memnun,dusuk
512,kurumsal müşteriyiz memnunuz,kurumsal_hizmetler,bilgi_isteme,memnun,dusuk
513,faturamı nasıl görüntülerim,kategori_belirtilmemis,fatura_odeme,notr,dusuk
514,telefonum suya düştü,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
515,tv alıcısı bozuldu,tv_hizmetleri,cihaz_islemleri,memnun_degil,orta
516,internet hızımı sorgulamak istiyorum,sabit_internet,teknik_destek,notr,dusuk
517,şirketimize özel kampanya var mı,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
518,fatura ödeme noktaları,kategori_belirtilmemis,fatura_odeme,notr,dusuk
519,telefon hattımda sorun var,mobil_hizmetler,teknik_destek,memnun_degil,yuksek
520,tv görüntüsü bozuk,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
521,internet servisinden memnunum,sabit_internet,teknik_destek,memnun,dusuk
522,kurumsal hattımızla ilgili bilgi almak istiyorum,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
523,fatura tutarını öğrenmek istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
524,telefonum açılmıyor,mobil_hizmetler,cihaz_islemleri,memnun_degil,orta
525,tv kurulumunda sorun yaşıyorum,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
526,internet kesildi,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
527,kurumsal müşteri temsilcisiyle görüşmek istiyorum,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
528,faturamı nasıl öderim,kategori_belirtilmemis,fatura_odeme,notr,dusuk
529,telefonum çalındı acil,mobil_hizmetler,cihaz_kayip_calinti,memnun_degil,cok_yuksek
530,tv kanalları kayıp,tv_hizmetleri,ariza_bildirimi,memnun_degil,yuksek
531,internet yok,sabit_internet,ariza_bildirimi,memnun_degil,yuksek
532,şirketimiz için internet paket önerileri nelerdir,kurumsal_hizmetler,bilgi_isteme,notr,dusuk
533,fatura bilgilerimi güncellemek istiyorum,kategori_belirtilmemis,fatura_odeme,notr,dusuk
534,telefon hattımı taşıyacağım,mobil_hizmetler,iptal_iade,memnun_degil,orta
535,tv görüntüsünde sorun var,tv_hizmetleri,teknik_destek,memnun_degil,yuksek
